Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11
2004-05,2980.3,1499.7,123.2,421.6,5024.8,,,,,
2005-06,3179.6,1721.0,117.5,529.1,5547.2,,,,,
2006-07,3075.5,1761.8,122.9,478.2,5438.4,,,,,
2007-08,3286.0,1817.7,128.3,331.4,5563.4,,,,,
2008-09,3643.0,2537.1,128.2,643.7,6952.0,,,,,
District/ Year,Attock,Rawalpindi,Islamabad,Jhelum,C hakwal,Sargodha,Khushab,Mianwali,Bhakkar,
1981-82,0.0,0.0,0.0,1.2,0.0,42.9,14.2,0.0,0.0,
1982-83,0.0,0.0,0.0,0.8,0.0,38.4,12.6,*,*,
1983-84,0.0,0.0,0.0,0.8,0.0,39.2,13.8,0.0,0.0,
1984-85,0.0,0.0,0.0,0.8,0.0,40.9,16.2,0.0,0.0,
1985-86,0.0,0.0,0.0,0.8,0.0,42.1,15.4,0.0,0.0,
1986-87,0.0,0.0,0.0,0.8,0.0,42.9,14.2,0.0,0.0,
1987-88,0.0,0.0,0.0,0.8,0.0,38.8,15.8,0.0,0.0,
1988-89,0.0,0.0,0.0,0.8,0.0,36.0,15.8,0.4,0.0,
1989-90,0.0,0.0,0.0,0.8,0.0,38.0,15.8,0.8,0.0,
1990-91,0.0,0.0,0.0,0.8,0.0,36.4,16.6,0.4,0.0,
1991-92,0.0,0.0,0.0,0.8,0.0,34.0,17.0,0.8,0.0,
1992-93,0.0,0.0,0.0,0.4,0.0,30.8,16.2,0.4,0.0,
1993-94,0.0,0.0,0.0,0.8,0.0,31.6,17.4,0.8,0.4,
1994-95,0.0,0.0,0.0,0.8,0.0,32.8,16.2,0.8,0.0,
1995-96,0.0,0.0,0.0,0.8,0.0,31.2,17.4,0.8,0.4,
1996-97,0.0,0.0,0.0,0.8,0.0,32.0,17.8,0.8,0.4,
1997-98,0.0,0.0,0.0,0.8,0.0,30.7,18.3,0.4,0.4,
1998-99,0.0,0.0,0.0,0.8,0.0,33.2,15.8,0.8,0.4,
1999-00,0.0,0.0,0.0,1.2,0.0,38.4,15.0,0.8,0.4,
2000-01,0.0,0.0,0.0,1.2,0.0,36.8,14.2,1.2,0.0,
2001-02,0.0,0.0,0.0,1.2,0.0,32.4,15.0,1.2,0.0,
2002-03,0.0,0.0,0.0,1.2,0.0,32.4,15.8,1.2,0.0,
2003-04,0.0,0.0,0.0,1.2,0.0,36.8,15.4,2.0,0.0,
2004-05,0.0,0.0,0.0,1.6,0.0,40.1,17.0,1.6,0.4,
2005-06,0.0,0.0,0.0,1.2,0.0,40.9,17.0,2.0,0.4,
2006-07,0.0,0.0,0.0,0.8,0.0,39.3,16.6,2.4,0.4,
2007-08,0.0,0.0,0.0,0.8,0.0,37.6,17.8,3.6,0.4,
2008-09,0.0,0.0,0.0,1.6,0.0,51.0,21.5,4.9,1.2,
"(Production in ""000""Tonnes)",,,,,,,,,,
1981-82,0.0,0.0,0.0,1.1,0.0,54.8,18.0,0.0,0.0,
1982-83,0.0,0.0,0.0,0.6,0.0,48.4,19.2,0.0,0.0,
1983-84,0.0,0.0,0.0,0.5,0.0,52.6,24.9,0.0,0.0,
1984-85,0.0,0.0,0.0,0.6,0.0,58.7,31.6,0.0,0.0,
1985-86,0.0,0.0,0.0,0.6,0.0,50.5,25.5,0.0,0.0,
1986-87,0.0,0.0,0.0,0.6,0.0,53.8,26.8,0.0,0.0,
1987-88,0.0,0.0,0.0,0.8,0.0,47.9,28.6,0.0,0.0,
1988-89,0.0,0.0,0.0,0.6,0.0,47.9,27.3,0.5,0.0,
1989-90,0.0,0.0,0.0,0.7,0.0,48.9,27.6,0.9,0.0,
1990-91,0.0,0.0,0.0,0.7,0.0,46.3,27.4,0.5,0.0,
1991-92,0.0,0.0,0.0,0.6,0.0,42.9,28.4,0.9,0.0,
1992-93,0.0,0.0,0.0,0.3,0.0,40.6,27.2,0.5,0.0,
1993-94,0.0,0.0,0.0,1.0,0.0,42.3,30.0,0.9,0.8,
1994-95,0.0,0.0,0.0,0.9,0.0,43.7,25.5,1.1,0.0,
1995-96,0.0,0.0,0.0,1.2,0.0,46.7,32.1,1.2,0.5,
1996-97,0.0,0.0,0.0,1.0,0.0,41.8,28.1,1.1,0.5,
1997-98,0.0,0.0,0.0,0.9,0.0,36.0,25.0,0.4,0.5,
1998-99,0.0,0.0,0.0,0.8,0.0,43.8,25.0,1.1,0.5,
1999-00,0.0,0.0,0.0,1.2,0.0,55.4,27.5,1.1,0.6,
2000-01,0.0,0.0,0.0,1.7,0.0,49.6,22.4,1.5,0.0,
2001-02,0.0,0.0,0.0,1.7,0.0,40.9,26.2,1.7,0.0,
2002-03,0.0,0.0,0.0,1.6,0.0,44.1,27.5,1.6,0.0,
2003-04,0.0,0.0,0.0,2.0,0.0,46.6,27.5,2.1,0.0,
2004-05,0.0,0.0,0.0,2.6,0.0,63.0,26.4,2.9,0.6,
2005-06,0.0,0.0,0.0,2.0,0.0,64.2,29.0,3.4,0.7,
2006-07,0.0,0.0,0.0,1.4,0.0,63.2,30.7,4.1,0.7,
2007-08,0.0,0.0,0.0,1.4,0.0,73.4,35.5,7.1,0.8,
2008-09,0.0,0.0,0.0,3.4,0.0,83.2,37.4,9.0,2.0,
District/ Year,Faisalabad,Toba T e k Singh,Jhang,Gujrat,Sialkot,Gujranwala,Narowal,M.B. Din,Hafizabad,
1981-82,23.1,10.5,27.9,67.2,153.8,240.8,0.0,0.0,0.0,
1982-83,26.7,11.3,30.8,63.9,140.0,230.7,0.0,0.0,0.0,
1983-84,26.7,10.5,32.8,64.0,144.4,235.1,0.0,0.0,0.0,
1984-85,27.1,10.9,32.4,66.0,157.4,229.4,0.0,0.0,0.0,
1985-86,29.2,10.5,28.7,71.6,167.5,240.8,0.0,0.0,0.0,
1986-87,28.3,11.3,32.4,77.3,182.5,246.9,0.0,0.0,0.0,
1987-88,22.7,11.3,35.2,65.2,158.2,231.1,0.0,0.0,0.0,
1988-89,21.9,13.0,37.6,72.8,193.8,254.6,0.0,0.0,0.0,
1989-90,25.0,15.4,47.8,81.8,207.2,267.5,0.0,0.0,0.0,
1990-91,22.7,15.0,46.1,78.5,210.8,273.2,0.0,0.0,0.0,
1991-92,21.5,13.4,45.3,83.0,155.4,278.0,60.3,0.0,0.0,
1992-93,21.5,12.5,42.5,82.5,154.2,280.0,60.7,0.0,0.0,
1993-94,21.0,17.0,52.6,36.0,157.4,203.6,65.5,49.4,85.4,
1994-95,21.0,18.6,56.7,38.9,162.7,202.7,70.4,51.8,87.4,
1995-96,21.5,17.4,57.1,39.7,164.3,207.2,76.1,53.0,89.4,
1996-97,21.5,17.4,56.2,40.1,164.7,207.6,79.7,54.6,93.1,
1997-98,21.8,17.0,60.3,39.7,170.0,215.7,85.4,56.3,97.1,
1998-99,23.1,19.0,68.8,38.4,162.7,216.1,85.4,60.3,101.6,
1999-00,27.9,22.7,79.3,39.7,172.4,222.2,87.8,66.0,107.6,
2000-01,28.7,25.1,86.2,38.9,174.8,228.6,85.0,70.0,110.9,
2001-02,23.9,19.8,72.0,36.4,168.7,226.2,82.1,70.4,108.1,
2002-03,21.4,22.3,79.3,34.4,151.4,231.5,73.6,73.3,112.5,
2003-04,25.1,26.7,97.9,38.1,170.0,237.6,85.4,79.7,113.7,
2004-05,28.3,29.1,107.6,42.5,177.7,244.4,80.5,83.0,119.4,
2005-06,27.1,29.1,108.0,42.5,176.0,247.7,79.7,83.4,121.8,
2006-07,25.9,28.7,102.8,42.1,74.9,176.8,80.9,245.6,120.2,
2007-08,26.7,23.9,88.2,44.1,78.9,180.5,87.8,246.8,123.4,
2008-09,38.9,35.2,102.8,59.1,190.6,249.3,102.8,95.9,130.3,
"(Production in ""000""Tonnes)",,,,,,,,,,
1981-82,28.8,13.2,33.1,79.8,173.3,334.3,0.0,0.0,0.0,
1982-83,31.3,13.0,35.6,79.7,151.8,306.4,0.0,0.0,0.0,
1983-84,28.5,13.3,38.8,71.1,161.9,314.5,0.0,0.0,0.0,
1984-85,36.3,16.5,35.9,83.4,182.2,308.4,0.0,0.0,0.0,
1985-86,30.0,12.4,30.2,91.2,175.0,371.1,0.0,0.0,0.0,
1986-87,28.7,13.2,32.7,98.9,175.7,360.6,0.0,0.0,0.0,
1987-88,25.7,13.7,40.9,70.4,153.3,307.8,0.0,0.0,0.0,
1988-89,25.9,15.9,42.2,88.8,195.0,314.7,0.0,0.0,0.0,
1989-90,30.6,17.7,55.9,95.5,202.6,327.8,0.0,0.0,0.0,
1990-91,25.8,18.2,53.1,92.8,212.1,315.1,0.0,0.0,0.0,
1991-92,25.2,15.3,47.0,95.7,141.5,333.2,54.8,0.0,0.0,
1992-93,24.5,15.8,47.0,93.4,153.4,316.5,60.1,0.0,0.0,
1993-94,23.8,18.0,63.0,43.4,161.6,264.1,67.9,59.6,110.7,
1994-95,23.5,27.4,66.5,46.5,186.9,264.7,82.3,63.5,116.0,
1995-96,24.2,24.3,71.5,52.9,217.6,313.9,102.5,70.4,129.9,
1996-97,24.5,22.9,63.3,50.1,211.2,315.0,81.8,85.4,139.7,
1997-98,29.2,21.4,70.5,51.1,221.7,324.5,91.0,76.3,146.9,
1998-99,30.2,28.8,84.4,58.2,221.9,354.1,95.1,102.3,167.0,
1999-00,35.3,31.2,106.3,52.0,242.2,379.9,94.6,114.1,191.4,
2000-01,41.1,34.2,126.9,55.9,262.5,419.3,88.0,126.2,187.2,
2001-02,29.6,27.7,104.5,45.8,246.7,391.0,94.0,114.6,168.8,
2002-03,32.7,43.4,117.9,53.3,241.0,436.4,94.8,132.6,203.0,
2003-04,32.6,39.0,150.7,60.6,303.4,452.0,131.4,142.9,196.0,
2004-05,38.3,45.6,176.4,63.6,294.1,465.4,111.2,142.5,217.4,
2005-06,41.0,50.1,178.2,72.0,150.1,299.1,122.4,490.0,226.8,
2006-07,37.2,45.7,170.8,71.0,322.6,445.3,124.5,136.0,204.1,
2007-08,42.8,45.8,158.7,82.3,350.8,487.2,154.6,160.1,223.3,
2008-09,61.8,59.5,182.0,109.3,341.0,494.9,143.0,163.1,245.9,
District/ Year,Sheikhu pura,Lahore,Kasur,Okara,Sahiwal,Multan K,hanewal,Vehari,Lodhran,
1981-82,191.4,37.6,57.1,59.9,30.4,18.3,0.0,12.5,0.0,
1982-83,183.8,37.2,57.4,68.0,37.7,17.7,0.0,14.2,0.0,
1983-84,187.8,36.8,58.7,68.8,38.8,16.6,0.0,14.2,0.0,
1984-85,189.0,35.2,60.3,68.0,35.6,9.7,8.5,12.6,0.0,
1985-86,195.5,39.7,62.3,63.1,28.7,6.1,7.7,8.1,0.0,
1986-87,203.6,40.5,63.1,64.3,27.9,5.7,7.3,8.5,0.0,
1987-88,184.5,32.8,57.9,65.5,28.3,5.3,7.3,7.3,0.0,
1988-89,204.8,35.2,59.5,72.0,31.6,4.8,8.5,7.7,0.0,
1989-90,214.5,38.1,61.1,79.7,40.0,5.7,9.3,9.3,0.0,
1990-91,214.5,34.0,60.3,71.2,36.0,5.3,8.9,8.5,0.0,
1991-92,202.7,32.0,52.6,63.5,15.4,3.6,8.5,7.3,1.6,
1992-93,202.3,33.2,49.8,59.1,14.6,4.4,8.5,6.9,1.6,
1993-94,207.6,32.8,47.3,65.6,19.8,5.3,12.6,11.3,2.4,
1994-95,217.7,34.4,45.3,71.2,25.9,4.9,11.7,11.7,2.0,
1995-96,217.3,33.2,46.5,68.8,14.6,4.9,10.9,9.3,1.6,
1996-97,230.7,32.8,46.9,71.6,13.8,4.9,10.1,9.7,1.6,
1997-98,233.1,36.0,50.6,86.6,15.4,6.1,10.9,9.7,1.6,
1998-99,229.4,36.8,52.6,103.2,21.0,8.9,13.4,15.4,2.4,
1999-00,255.4,38.9,58.3,106.8,23.1,9.7,15.8,14.9,4.4,
2000-01,259.4,39.3,62.3,112.5,23.5,9.3,14.6,17.8,3.2,
2001-02,244.4,36.4,54.2,93.1,20.6,7.3,14.6,13.4,1.6,
2002-03,246.5,34,51.4,104.4,22.7,8.5,17.8,18.2,1.6,
2003-04,259.4,38.4,61.5,125.9,27.9,10.9,21.0,23.5,1.6,
2004-05,274.4,37.6,67.6,131.5,28.7,10.1,21.0,22.3,1.2,
2005-06,178.0,36.4,67.6,127.9,28.7,10.5,21.4,21.9,1.2,
2006-07,176.5,37.2,64.0,126.7,27.1,10.5,20.6,19.8,1.2,
2007-08,178.5,34.0,70.8,107.6,27.1,12.6,22.7,21.1,1.2,
2008-09,184.5,43.7,90.2,119.8,30.0,17.0,30.4,29.1,4.9,
"(Production in ""000""Tonnes)",,,,,,,,,,
1981-82,262.8,48.1,74.6,101.6,51.4,22.5,0.0,15.8,0.0,
1982-83,252.4,44.9,72.2,111.6,59.3,21.4,0.0,15.7,0.0,
1983-84,246.4,43.4,76.3,98.8,57.4,19.6,0.0,17.1,0.0,
1984-85,284.3,48.5,88.8,114.4,53.9,12.1,10.4,13.4,0.0,
1985-86,272.4,52.4,86.8,100.9,41.4,6.4,9.5,9.2,0.0,
1986-87,298.9,53.4,84.2,99.6,44.1,8.9,9.6,9.5,0.0,
1987-88,241.4,40.6,70.2,107.6,41.9,8.0,9.3,8.2,0.0,
1988-89,203.8,41.5,67.1,104.8,37.9,6.7,10.5,8.1,0.0,
1989-90,223.8,42.8,71.3,102.9,56.2,8.1,12.8,10.3,0.0,
1990-91,217.8,38.1,71.0,89.1,43.0,7.2,11.5,8.6,0.0,
1991-92,176.4,33.3,59.5,78.9,21.7,5.1,10.1,7.9,2.2,
1992-93,218.5,39.0,59.9,86.0,22.7,6.9,10.7,7.4,2.1,
1993-94,237.9,39.1,62.9,95.0,28.9,7.6,17.0,12.1,3.2,
1994-95,251.4,37.8,60.8,108.9,39.8,7.7,15.7,13.6,2.6,
1995-96,259.5,35.3,62.4,104.1,21.5,7.8,15.0,10.8,2.1,
1996-97,326.1,36.5,65.4,125.8,18.7,6.3,13.0,13.2,2.1,
1997-98,318.4,44.5,73.6,150.6,20.5,8.5,13.9,13.6,2.5,
1998-99,326.4,50.8,75.7,167.7,25.8,12.4,16.5,23.0,3.4,
1999-00,377.9,56.3,93.4,191.6,35.4,14.5,21.1,27.6,7.7,
2000-01,412.4,60.5,94.1,195.2,36.8,14.1,21.7,26.3,5.3,
2001-02,373.6,52.2,85.0,162.9,33.3,8.5,17.4,20.9,2.3,
2002-03,417.3,58.7,86.3,198.3,35.1,11.7,27.8,31.5,2.4,
2003-04,428.8,60.3,104.1,217.6,44.7,14.7,33.5,37.1,2.3,
2004-05,455.2,61.6,117.1,245.3,40.7,14.6,35.3,38.0,1.7,
2005-06,307.9,59.2,133.7,269.6,46.8,16.7,36.3,35.1,1.8,
2006-07,284.0,59.1,123.7,279.6,52.2,15.7,32.9,35.3,2.0,
2007-08,299.9,62.9,144.1,254.3,48.9,22.5,40.2,39.0,2.3,
2008-09,310.1,83.4,179.8,272.6,52.3,27.3,57.5,53.8,7.8,
District/ Year,Nankana Sahib,Pakpattan,M. Garh,Layyah,D.G. Khan,Rajanpur,Bahawal pur,Rahimyar Khan,Bahawal nagar,
1981-82,0.0,0.0,15.7,0.0,13.3,17.0,10.9,17.8,25.1,
1982-83,0.0,0.0,14.6,0.0,13.8,13.8,10.5,19.1,29.9,
1983-84,0.0,0.0,15.4,0.0,14.6,11.7,10.5,19.5,35.6,
1984-85,0.0,0.0,16.2,0.0,20.2,13.0,11.3,21.0,38.9,
1985-86,0.0,0.0,13.8,0.0,12.5,10.1,9.3,16.6,33.2,
1986-87,0.0,0.0,15.0,0.0,19.0,17.0,10.5,20.6,35.2,
1987-88,0.0,0.0,14.2,0.0,17.4,18.2,10.9,21.1,35.6,
1988-89,0.0,0.0,15.4,0.0,18.2,17.8,11.3,16.6,36.4,
1989-90,0.0,0.0,15.4,0.0,19.0,19.0,12.9,18.2,39.3,
1990-91,0.0,0.0,16.2,0.0,19.0,17.4,12.1,18.6,39.3,
1991-92,0.0,15.4,16.2,0.0,20.6,17.0,10.9,17.4,37.2,
1992-93,0.0,14.6,17.4,0.4,23.1,15.8,12.5,17.4,38.4,
1993-94,0.0,17.0,19.4,0.4,23.1,16.6,14.6,19.0,46.9,
1994-95,0.0,23.1,18.6,0.8,21.9,14.2,10.9,17.4,46.2,
1995-96,0.0,24.7,20.6,0.8,19.4,11.7,8.1,16.2,42.9,
1996-97,0.0,23.1,21.5,0.8,19.8,12.9,6.9,17.4,43.3,
1997-98,0.0,26.3,21.4,1.2,18.6,13.8,6.9,18.2,39.7,
1998-99,0.0,40.9,21.9,1.2,21.0,12.6,6.9,23.1,55.8,
1999-00,0.0,46.1,23.5,1.2,24.7,11.7,8.9,23.5,61.1,
2000-01,0.0,44.5,22.7,0.8,25.5,10.1,7.3,20.6,52.2,
2001-02,0.0,30.0,19.8,0.8,22.7,6.1,5.7,12.6,35.2,
2002-03,0.0,45.7,19.8,0.8,26.7,5.3,4.8,12.5,41.3,
2003-04,0.0,58.3,20.2,1.2,28.3,7.7,5.7,12.6,54.2,
2004-05,0.0,57.1,17.0,1.6,29.9,5.7,4.5,13.0,57.9,
2005-06,100.0,58.3,18.2,1.6,30.0,6.1,4.5,13.0,60.3,
2006-07,96.8,57.0,19.0,2.4,25.5,5.3,4.0,13.4,64.0,
2007-08,101.2,47.8,19.0,3.2,29.1,8.1,4.1,13.4,61.5,
2008-09,114.5,54.2,23.9,4.9,36.4,8.5,6.5,24.3,70.0,
"(Production in ""000""Tonnes)",,,,,,,,,,
1981-82,0.0,0.0,22.9,0.0,17.8,22.6,16.1,27.6,30.7,
1982-83,0.0,0.0,22.6,0.0,19.4,19.1,17.6,29.9,34.9,
1983-84,0.0,0.0,23.4,0.0,16.4,13.0,15.9,29.6,46.0,
1984-85,0.0,0.0,22.9,0.0,24.3,14.6,14.0,30.0,49.7,
1985-86,0.0,0.0,21.3,0.0,14.0,8.4,10.8,21.7,36.5,
1986-87,0.0,0.0,23.2,0.0,21.1,14.1,14.9,27.2,35.1,
1987-88,0.0,0.0,21.0,0.0,18.7,16.3,15.0,24.9,40.1,
1988-89,0.0,0.0,24.9,0.0,18.8,17.0,15.3,20.9,31.2,
1989-90,0.0,0.0,23.3,0.0,21.6,19.4,18.0,23.7,39.8,
1990-91,0.0,0.0,24.6,0.0,20.4,20.8,15.9,22.7,39.6,
1991-92,0.0,21.7,24.7,0.0,23.0,20.4,14.4,21.5,35.9,
1992-93,0.0,23.7,26.8,0.3,26.6,16.7,17.0,20.4,39.9,
1993-94,0.0,27.3,31.6,0.5,27.4,17.2,18.8,24.0,50.6,
1994-95,0.0,38.0,24.8,1.1,24.2,15.7,14.8,21.1,57.5,
1995-96,0.0,43.7,25.5,1.0,24.3,14.4,10.7,20.0,56.0,
1996-97,0.0,39.7,31.3,1.0,28.5,18.6,8.9,17.6,44.9,
1997-98,0.0,43.6,34.1,1.5,30.0,18.9,10.3,26.8,41.3,
1998-99,0.0,71.1,30.9,1.6,37.3,16.9,9.5,35.1,58.7,
1999-00,0.0,86.8,38.6,1.7,19.3,51.6,14.3,38.6,71.8,
2000-01,0.0,72.2,40.3,1.2,53.5,14.1,11.0,29.1,72.7,
2001-02,0.0,61.4,31.6,1.1,47.8,7.5,7.7,16.4,43.2,
2002-03,0.0,96.4,32.1,1.1,52.9,7.2,6.8,18.8,65.4,
2003-04,0.0,116.1,33.0,1.7,66.3,12.0,8.2,17.8,86.4,
2004-05,0.0,98.2,28.5,2.3,62.2,10.7,6.3,20.1,92.5,
2005-06,172.5,120.6,35.7,2.7,68.2,11.6,7.0,20.0,105.2,
2006-07,164.1,121.2,33.8,4.1,53.6,8.1,6.9,22.9,119.0,
2007-08,179.6,105.3,38.7,6.4,63.4,16.4,5.8,25.3,107.2,
2008-09,210.6,112.9,48.9,9.8,80.2,17.0,11.1,46.7,125.9,
District/ Year,Khairpur,Sukkur,Nawabshah,N. Feroze,Jacobabad,Shikarpur,Larkana,Sanghar,,
1981-82,3.4,6.7,5.6,0.0,171.9,81.0,186.6,3.2,,
1982-83,3.1,6.1,5.7,0.0,173.5,83.7,177.1,4.7,,
1983-84,3.1,16.9,5.7,0.0,165.9,79.7,177.3,4.7,,
1984-85,4.5,3.3,13.7,0.0,122.3,83.2,168.0,6.9,,
1985-86,3.8,3.1,7.9,0.0,116.2,75.6,168.7,5.6,,
1986-87,4.7,3.8,9.7,0.0,142.9,92.9,208.2,6.9,,
1987-88,6.6,3.7,10.5,0.0,142.8,92.5,207.9,6.3,,
1988-89,6.4,1.7,11.7,0.0,123.1,88.1,208.1,3.6,,
1989-90,6.1,1.6,11.8,0.0,122.1,89.6,188.8,3.8,,
1990-91,7.1,3.3,12.2,0.0,125.5 125.1,88.6,204.9,5.4,,
1991-92,7.4,7.2,12.3,0.0,,89.2,205.1,7.0,,
1992-93,5.6,6.8,3.0,6.0,116.8,88.7,189.3,2.1,,
1993-94,7.6,8.3,3.9,8.0,137.6,100.6,209.3,6.6,,
1994-95,5.8,7.4,3.7,6.1,108.3,89.5,191.9,4.3,,
1995-96,6.9,8.3,5.0,7.2,117.9,95.8,190.4,4.8,,
1996-97,4.2,6.5,5.7,8.5,130.6,106.2,210.4,4.7,,
1997-98,3.1,5.0,4.1,6.8,131.8,107.7,211.9,3.8,,
1998-99,5.0,4.2,6.9,8.2,135.4,108.7,214.4,3.3,,
1999-00,3.7,3.4,6.2,9.9,136.6,109.7,213.7,3.5,,
2000-01,1.0,0.8,1.0,1.1,100.7,88.4,162.8,0.3,,
2001-02,0.8,0.6,0.3,1.0,92.7,68.8,130.8,0.3,,
2002-03,1.8,2.5,0.2,3.8,90.3,64.9,152.5,0.1,,
2003-04,4.7,8.4,0.6,5.2,97.1,79.8,170.7,0.2,,
2004-05,3.7,3.9,0.2,2.9,112.7,82.2,161.8,0.1,,
2005-06,2.2,5.5,0.3,0.9,115.8,96.7,194.3,0.1,,
2006-07,5.3,5.2,0.3,3.6,64.1,98.3,81.5,1.8,,
2007-08,5.9,5.9,0.5,5.3,66.2,96.2,96.2,2.8,,
2008-09,8.8,14.4,3.8,6.8,70.5,96.1,95.1,13.3,,
"(Production in ""000""Tonnes)",,,,,,,,,,
1981-82,4.4,11.1,5.0,0.0,364.4,168.9,489.3,6.3,,
1982-83,4.0,10.5,5.1,0.0,352.5,180.9,447.4,7.1,,
1983-84,4.3,31.6,5.8,0.0,382.3,204.0,484.1,7.6,,
1984-85,6.3,6.2,15.4,0.0,305.0,209.7,443.6,9.9,,
1985-86,5.3,4.8,7.3,0.0,247.0,164.8,414.4,7.2,,
1986-87,7.0,6.8,11.3,0.0,355.8,237.9,597.4,10.1,,
1987-88,10.6,6.7,13.0,0.0,356.4,237.4,596.3,9.2,,
1988-89,8.7,2.8,13.3,0.0,315.6,228.2,597.5,4.9,,
1989-90,8.8,2.8,14.1,0.0,277.2,239.4,539.2,5.3,,
1990-91,10.6,5.9,15.1,0.0,295.8,226.5,591.8,7.7,,
1991-92,13.1,13.7,18.7,0.0,299.1,233.4,585.7,10.2,,
1992-93,9.9,12.2,3.8,7.9,291.5,243.4,525.0,1.7,,
1993-94,15.8,17.3,7.5,16.0,393.5,320.1,706.2,11.8,,
1994-95,10.4,13.7,6.1,10.2,294.5,257.9,583.0,6.4,,
1995-96,15.3,18.5,11.0,16.2,329.7,274.0,552.9,10.2,,
1996-97,8.8,15.1,12.8,17.4,379.3,312.8,660.4,10.2,,
1997-98,6.2,11.0,8.7,14.3,375.3,316.7,630.3,7.7,,
1998-99,10.3,9.3,15.1 16.2,18.2,427.8,349.7,671.5,6.3,,
1999-00,8.9,8.0,,26.0,449.0,365.4,714.6,7.4,,
2000-01,2.8,2.3,3.0,3.2,348.5,301.3,566.5,1.0,,
2001-02,1.7,1.3,0.7,2.7,261.8,185.0,376.9,0.7,,
2002-03,4.3,5.5,0.3,9.8,275.1,199.5,477.6,0.2,,
2003-04,10.5,19.5,1.4,13.8,287.5,239.2,515.1,0.4,,
2004-05,7.4,8.3,0.4,6.3,345.0,253.8,508.8,0.2,,
2005-06,4.6,12.8,0.8,2.2,362.8,301.5,636.9,0.2,,
2006-07,13.2,14.5,0.8,9.3,224.3,336.3,283.4,2.3,,
2007-08,15.9,16.2,1.2,14.5,228.5,289.7,327.9,6.7,,
2008-09,27.7,32.4,12.7,20.7,294.7,348.9,370.2,41.5,,
Province/ District,Tharparkar,Dadu,Hyderabad,Badin,Thatta,Mirpurkhas,Karachi,K.S.Kot,,
1981-82,6.0,63.6,19.7,105.8,74.1,0.0,*,0.0,,
1982-83,4.6,54.3,22.5,94.0,89.3,0.0,0.0,0.0,,
1983-84,4.6,57.9,22.5,94.2,89.5,0.0,0.0,0.0,,
1984-85,5.5,62.6,31.5,106.1,82.1,0.0,0.0,0.0,,
1985-86,5.2,55.4,21.1,70.6,52.5,0.0,0.0,0.0,,
1986-87,6.4,68.1,26.0,86.8,64.6,0.0,0.0,0.0,,
1987-88,4.6,59.7,25.8,94.5,66.9,0.0,0.0,0.0,,
1988-89,4.0,58.3,21.7,93.6,65.5,0.0,0.0,0.0,,
1989-90,4.1,57.9,20.9,96.6,52.0,0.0,0.0,0.0,,
1990-91,4.5,58.1,21.3,95.7,53.3,0.0,0.0,0.0,,
1991-92,6.0,56.0,22.3,96.5,58.3,0.0,0.0,0.0,,
1992-93,2.9,41.0,9.5,54.1,43.0,0.0,0.0,0.0,,
1993-94,0.0,56.7,21.1,78.4,60.1,4.7,0.0,0.0,,
1994-95,0.0,51.5,14.5,60.4,51.4,3.5,0.0,0.0,,
1995-96,0.0,51.6,17.7,71.6,61.4,3.7,0.0,0.0,,
1996-97,0.0,52.6,16.9,79.4,68.4,1.9,0.0,0.0,,
1997-98,0.0,54.8,14.3,75.5,65.3,1.4,0.0,0.0,,
1998-99,0.0,58.4,13.8,74.2,66.2,1.2,0.0,0.0,,
1999-00,0.0,59.1,15.7,64.2,58.1,1.0,0.0,0.0,,
2000-01,0.0,35.8,14.0,70.5,61.5,1.5,0.0,0.0,,
2001-02,0.0,34.6,14.7,60.9,54.8,0.0,0.0,0.0,,
2002-03,0.0,34.2,15.1,64.8,56.4,0.0,0.0,0.0,,
2003-04,0.0,53.2,15.5,58.7,54.8,0.2,0.0,0.0,,
2004-05,0.0,45.2,17.0,58.9,54.2,0.0,0.0,0.0,,
2005-06,0.0,44.0,15.7,61.2,54.2,0.0,0.0,0.0,,
2006-07,0.0,39.2,1.7,62.3,68.2,0.0,0.0,89.2,,
2007-08,0.0,37.7,1.5,59.1,75.6,0.4,0.0,60.6,,
2008-09,0.0,55.0,1.5,80.5,78.5,1.4,0.0,82.6,,
"(Production in ""000""Tonnes)",,,,,,,,,,
1981-82,11.9,118.4,43.9,229.4,131.1,0.0,0.1,0.0,,
1982-83,7.1,143.9,47.0,193.1,161.5,0.0,0.0,0.0,,
1983-84,7.7,112.9,32.3,102.6,103.6,0.0,0.0,0.0,,
1984-85,8.2,110.6,41.3,104.0,84.8,0.0,0.0,0.0,,
1985-86,5.9,97.6,21.0,53.9,42.5,0.0,0.0,0.0,,
1986-87,8.4,139.7,31.5,80.4,62.2,0.0,0.0,0.0,,
1987-88,5.7,114.5,31.4,91.0,65.3,0.0,0.0,0.0,,
1988-89,4.5,106.5,22.7,90.2,41.0,0.0,0.0,0.0,,
1989-90,4.7,104.6,22.9,86.7,34.3,0.0,0.0,0.0,,
1990-91,5.6,106.1,24.0,101.9,42.4,0.0,0.0,0.0,,
1991-92,8.3,105.1,32.5,105.8,61.9,0.0,0.0,0.0,,
1992-93,2.3,77.4,8.4,50.1,39.2,0.0,0.0,0.0,,
1993-94,0.0,136.4,41.3,160.6,119.4,9.0,0.0,0.0,,
1994-95,0.0,108.9,18.7,54.2,37.7,5.0,0.0,0.0,,
